[0719/154046:ERROR:backend_impl.cc(2020)] Corrupt Index file
[0719/154046:ERROR:cache_util_win.cc(20)] Unable to move the cache: 5
[0719/154046:ERROR:cache_util.cc(134)] Unable to move cache folder C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\BrowserCache to C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\old_BrowserCache_000
[0719/154046:ERROR:cache_creator.cc(129)] Unable to create cache
[0501/174840:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174845:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174850:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174855:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174900:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174905:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174910:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174915:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174920:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174925:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174930:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174935:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174940:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174945:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174950:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/174955:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175000:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175005:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175010:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175015:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175020:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175025:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175030:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175035:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175040:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175045:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175050:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175056:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175101:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175106:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175111:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175116:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175121:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175126:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175131:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175136:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175141:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175146:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175151:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175156:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175201:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175206:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175211:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175216:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175221:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175226:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175231:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175236:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175241:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175246:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175251:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175256:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175301:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175306:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175311:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175316:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175321:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175326:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175331:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175336:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175341:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175346:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175351:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175356:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175401:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175406:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175411:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175416:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175421:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175426:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175431:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175436:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175441:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175446:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175451:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175456:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175501:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175506:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175511:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175516:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175521:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175526:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175531:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175536:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175541:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175547:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175552:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175557:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175602:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175607:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175612:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175617:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175622:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175627:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175632:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175637:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175642:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175647:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175652:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175657:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175702:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175707:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175712:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175717:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175722:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175727:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175732:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175737:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175742:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175747:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175752:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175757:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175802:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175807:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175812:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175817:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175822:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175827:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175832:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175837:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175842:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175847:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175852:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175857:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175902:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175907:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175912:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175917:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175922:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175927:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175932:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175937:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175942:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175947:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175952:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/175957:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180002:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180007:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180012:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180017:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180022:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180027:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180032:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180037:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180042:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180047:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180052:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180057:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180102:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180107:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180113:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180118:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180123:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180128:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180133:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180138:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180143:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180148:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180153:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180158:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180203:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180208:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180213:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180218:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180223:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180228:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180233:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180238:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180243:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180248:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180253:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180258:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180303:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180308:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180313:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180318:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180323:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180328:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180333:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180338:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180343:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180348:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180353:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180358:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180403:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180408:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180413:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180418:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180423:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180428:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180433:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180438:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180443:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180448:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180453:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180458:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180503:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180508:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180513:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180518:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180523:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180528:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180533:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180538:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180543:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180548:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180553:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180558:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180603:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180608:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180613:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180618:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180623:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180628:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180633:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180638:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180643:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180648:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180654:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180659:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180704:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180709:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180714:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180719:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180724:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180729:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180734:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180739:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180744:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180749:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180754:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180759:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180804:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180809:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180814:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180819:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180824:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180829:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180834:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180839:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180844:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180849:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180854:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180859:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180904:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180909:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180914:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180919:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180924:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180929:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180934:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180939:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180944:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180949:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180954:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/180959:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181004:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181009:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181014:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181019:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181024:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181029:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181034:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181039:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181044:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181049:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181054:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181059:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181104:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181109:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181114:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181119:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181124:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181129:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181134:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181139:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181144:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181149:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181154:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181159:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181204:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181209:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181214:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181219:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181224:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181229:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181234:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181240:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181245:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181250:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181255:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181300:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181305:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181310:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181315:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181320:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181325:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181330:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181335:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181340:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181345:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181350:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181355:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181400:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181405:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181410:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181415:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181420:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181425:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181430:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181435:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181440:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181445:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181450:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181455:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181500:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181505:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181510:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181515:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181520:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181525:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181530:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181535:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181540:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181545:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181550:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181555:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181600:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181605:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181610:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181615:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181620:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181625:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181630:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181635:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181640:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181645:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181650:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181655:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181700:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181705:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181710:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181715:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
